Protocol,Port,Domain,Request Status,Screenshot Path, Source Path
https,443,google.com,Successful,/home/runner/work/Test-Data/Test-Data/2020-12-26_230013/screens/https.google.com.png,/home/runner/work/Test-Data/Test-Data/2020-12-26_230013/source/https.google.com.txt
